condition,group,label,ITEST_id,step_idx,skill,citation_required,stage1_used,stage3_used,truncated_in_thinking,n_sentences,faithfulness_rate,hallucination_rate,hedge_violation_rate,structural_violation_rate,conditional_faithfulness_rate,conditional_hallucination_rate,n_content_eligible
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1649,237,equation-solving,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,3069,1126,multiplying-decimals,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,3069,1126,multiplying-decimals,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),3069,1126,multiplying-decimals,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3069,1126,multiplying-decimals,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3069,1126,multiplying-decimals,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3069,1126,multiplying-decimals,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,1764,1388,number-line,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,1764,1388,number-line,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),1764,1388,number-line,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1764,1388,number-line,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1764,1388,number-line,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1764,1388,number-line,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6939,398,combinatorics,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6939,398,combinatorics,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6939,398,combinatorics,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6939,398,combinatorics,True,False,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6939,398,combinatorics,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6939,398,combinatorics,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,3559,217,noskill,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,3559,217,noskill,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),3559,217,noskill,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3559,217,noskill,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3559,217,noskill,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3559,217,noskill,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5295,619,probability,False,False,True,False,2,0.0,1.0,0.0,,0.0,1.0,2.0
template,baseline,Template-only,5295,619,probability,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),5295,619,probability,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5295,619,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5295,619,probability,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5295,619,probability,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,7775,369,probability,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,7775,369,probability,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),7775,369,probability,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7775,369,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7775,369,probability,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7775,369,probability,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,7329,1421,area,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,7329,1421,area,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),7329,1421,area,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7329,1421,area,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7329,1421,area,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7329,1421,area,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,2230,562,algebraic-manipulation,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,2230,562,algebraic-manipulation,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),2230,562,algebraic-manipulation,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2230,562,algebraic-manipulation,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2230,562,algebraic-manipulation,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2230,562,algebraic-manipulation,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,1305,292,probability,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,1305,292,probability,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),1305,292,probability,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1305,292,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1305,292,probability,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1305,292,probability,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,3939,76,proportion,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,3939,76,proportion,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),3939,76,proportion,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3939,76,proportion,True,False,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3939,76,proportion,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3939,76,proportion,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6694,1359,rate,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,6694,1359,rate,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),6694,1359,rate,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6694,1359,rate,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6694,1359,rate,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6694,1359,rate,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,7310,223,pattern-finding,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,7310,223,pattern-finding,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),7310,223,pattern-finding,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7310,223,pattern-finding,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7310,223,pattern-finding,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7310,223,pattern-finding,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,3929,487,linear-area-volume-conversion,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,3929,487,linear-area-volume-conversion,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),3929,487,linear-area-volume-conversion,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3929,487,linear-area-volume-conversion,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3929,487,linear-area-volume-conversion,False,True,True,False,2,0.0,1.0,0.0,,0.0,1.0,2.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3929,487,linear-area-volume-conversion,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,2570,744,substitution,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,2570,744,substitution,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),2570,744,substitution,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2570,744,substitution,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2570,744,substitution,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2570,744,substitution,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6764,141,equation-solving,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6764,141,equation-solving,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),6764,141,equation-solving,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6764,141,equation-solving,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6764,141,equation-solving,False,True,True,False,2,0.0,1.0,0.0,,0.0,1.0,2.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6764,141,equation-solving,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5673,499,mean,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5673,499,mean,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5673,499,mean,True,True,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5673,499,mean,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5673,499,mean,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5673,499,mean,True,True,False,False,4,,,,0.0,,,
naive,baseline,Naive Prompting,7636,373,graph-shape,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,7636,373,graph-shape,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),7636,373,graph-shape,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7636,373,graph-shape,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7636,373,graph-shape,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7636,373,graph-shape,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,898,481,perimeter,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,898,481,perimeter,True,True,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
full,baseline,MetaKT-Verba (Full),898,481,perimeter,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),898,481,perimeter,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,898,481,perimeter,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),898,481,perimeter,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,2393,88,pattern-finding,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,2393,88,pattern-finding,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),2393,88,pattern-finding,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2393,88,pattern-finding,True,False,True,False,4,1.0,0.0,0.0,0.25,1.0,0.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2393,88,pattern-finding,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2393,88,pattern-finding,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,7062,273,linear-area-volume-conversion,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,7062,273,linear-area-volume-conversion,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),7062,273,linear-area-volume-conversion,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7062,273,linear-area-volume-conversion,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7062,273,linear-area-volume-conversion,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7062,273,linear-area-volume-conversion,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,4786,19,point-plotting,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,4786,19,point-plotting,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),4786,19,point-plotting,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),4786,19,point-plotting,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,4786,19,point-plotting,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),4786,19,point-plotting,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,1469,668,multiplication,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,1469,668,multiplication,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),1469,668,multiplication,True,True,True,False,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1469,668,multiplication,True,False,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1469,668,multiplication,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1469,668,multiplication,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,1135,146,noskill,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,1135,146,noskill,True,True,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
full,baseline,MetaKT-Verba (Full),1135,146,noskill,True,True,True,False,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1135,146,noskill,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1135,146,noskill,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1135,146,noskill,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6476,340,finding-percents,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6476,340,finding-percents,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),6476,340,finding-percents,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6476,340,finding-percents,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6476,340,finding-percents,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6476,340,finding-percents,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,7110,425,subtraction,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,7110,425,subtraction,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),7110,425,subtraction,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7110,425,subtraction,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7110,425,subtraction,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7110,425,subtraction,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,5369,164,probability,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5369,164,probability,True,True,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
full,baseline,MetaKT-Verba (Full),5369,164,probability,True,True,True,False,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5369,164,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5369,164,probability,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5369,164,probability,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,404,159,multiplication,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,404,159,multiplication,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),404,159,multiplication,True,True,True,False,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),404,159,multiplication,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,404,159,multiplication,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),404,159,multiplication,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,6756,173,equation-solving,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,6756,173,equation-solving,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6756,173,equation-solving,True,True,True,False,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6756,173,equation-solving,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6756,173,equation-solving,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6756,173,equation-solving,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,5767,231,multiplication,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,5767,231,multiplication,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5767,231,multiplication,True,True,True,False,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5767,231,multiplication,True,False,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5767,231,multiplication,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5767,231,multiplication,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,3195,594,symbolization-articulation,False,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,,0.3333333333333333,0.6666666666666666,3.0
